imdb_score,release_year,movie_title_length,aspect_ratio,colour_film,genres_length,distributor_length,actor1_length,is_Miramax,is_Nov,is_Dec
6.7,1993,15,1.85,Color,12,21,13,0,0,0
6.3,2014,16,2.35,Color,21,29,11,0,0,0
6,2004,13,1.85,Color,20,20,14,0,0,0
8,1968,15,1.85,Color,12,18,15,0,0,0
6.8,1981,18,2.35,Color,25,14,13,0,0,0
7,2002,6,1.85,Color,20,15,17,0,0,0
5.4,2009,10,1.85,Color,14,21,13,0,0,0
6.3,2001,12,1.85,Color,12,21,10,0,0,0
7.7,2007,40,2.35,Color,21,13,16,0,0,0
6.2,2007,10,1.85,Color,12,13,10,0,0,0
6.4,2001,8,2.35,Color,16,18,14,0,0,0
5.7,2008,54,1.85,Color,33,18,14,0,0,0
8,2002,19,1.85,Color,21,23,17,0,0,1
7.2,2003,7,1.85,Black and White,20,7,10,1,0,0
7.2,2015,10,2.35,Color,15,18,12,0,0,0
7.4,2004,16,2.35,Color,22,18,10,0,0,0
6.7,2011,16,1.85,Color,13,20,9,0,0,0
7.4,1998,20,1.85,Color,6,13,11,0,0,0
5.4,2015,5,1.85,Color,20,29,10,0,0,0
7.8,1980,9,1.85,Color,6,18,12,0,0,0
6.8,1991,17,1.85,Color,14,35,15,0,0,0
6.8,1996,19,1.85,Color,20,18,14,0,0,0
7.8,1988,16,2.35,Color,23,12,20,0,0,0
7.6,1996,9,2.35,Color,13,22,19,0,0,0
5.6,2009,12,2.35,Color,27,18,12,0,0,0
7.5,2007,4,1.85,Color,20,21,12,0,0,1
7.5,2000,12,1.85,Color,6,45,20,0,0,0
5.6,2006,17,2.35,Color,37,15,9,0,0,0
2.7,2008,17,1.85,Color,6,21,14,0,0,0
6.7,2013,11,2.35,Color,36,20,18,0,0,0
8.2,1988,8,2.35,Color,15,21,12,0,0,0
5.8,2003,18,2.35,Color,27,12,6,0,0,0
6.3,1983,17,1.85,Color,35,14,15,0,0,0
7,2006,5,1.78,Color,21,16,13,0,0,0
7.3,2000,9,2.35,Color,35,15,12,0,0,0
5.9,1997,14,2.35,Color,15,23,19,0,0,0
4.7,2006,10,1.85,Color,21,21,13,0,0,0
8.3,2010,10,2.35,Color,17,22,10,0,1,0
5.8,1995,13,1.85,Color,40,15,19,0,0,0
6.3,2010,14,1.78,Color,12,30,12,0,0,0
7.2,1989,12,1.85,Color,12,18,14,0,0,0
7.2,2003,10,2.35,Color,6,23,12,0,0,0
6.5,2012,18,2.35,Color,19,20,11,0,0,0
6.2,2001,20,1.85,Color,21,20,13,0,0,0
6.1,1998,15,2.35,Color,28,12,13,0,0,0
5.9,2007,16,1.85,Color,12,21,20,0,0,0
8.3,1995,9,1.85,Color,41,20,9,0,1,0
4.7,2010,9,2.35,Color,37,12,18,0,0,0
5.5,2001,11,2.35,Color,34,12,17,0,0,0
7.2,1997,7,1.85,Color,13,23,15,0,0,1
5.8,2009,5,1.85,Color,6,18,4,0,0,0
6.1,2004,14,1.85,Color,20,7,15,1,0,0
6.1,2014,33,2.35,Color,14,18,11,0,0,0
7.1,2015,10,2.35,Color,21,29,10,0,0,1
5.5,2011,11,1.85,Color,23,20,12,0,0,0
7.2,1991,38,2.35,Color,32,18,13,0,0,1
6,2008,10,1.85,Color,22,11,15,0,0,0
6.2,2015,7,2.35,Color,18,22,11,0,0,0
8.1,2003,17,2.35,Black and White,6,7,15,1,0,0
7.4,2006,9,1.85,Black and White,6,21,12,0,0,0
7.9,1997,13,2.35,Color,5,15,11,0,0,0
5.6,1999,21,1.37,Color,23,12,13,0,0,0
6.2,1996,9,1.85,Color,29,29,16,0,0,0
6.1,2002,13,2.35,Color,21,7,11,0,0,0
7.3,2013,26,2.35,Color,20,17,12,0,0,0
5.6,2009,7,2.35,Color,30,21,14,0,1,0
7.9,2015,22,2.35,Color,35,18,11,0,0,0
6.4,2005,13,2.35,Color,14,18,10,0,0,1
6.2,2012,10,2.35,Color,6,18,11,0,0,1
6.4,2013,16,2.35,Color,23,17,13,0,0,0
5.5,2011,9,2.35,Color,35,12,14,0,0,0
7.6,1988,12,1.85,Color,28,18,14,0,0,0
6.8,2001,9,2.35,Color,23,21,11,0,0,0
7,1943,15,1.37,Black and White,25,25,13,0,0,0
8.1,1976,7,1.85,Color,13,25,13,0,1,0
6.2,2006,15,2.35,Color,29,18,14,0,0,0
9.2,1972,13,1.85,Color,11,18,9,0,0,0
6.4,2013,7,2.35,Color,22,9,10,0,0,0
6.2,2015,20,2.35,Color,28,9,13,0,1,0
6.1,2012,11,2.35,Color,15,13,15,0,0,0
7.9,1990,5,1.85,Color,17,16,17,0,0,0
6.1,2007,14,2.35,Color,20,11,12,0,1,0
6.5,2010,17,2.35,Color,21,18,13,0,0,0
8.3,1989,34,2.35,Color,24,18,13,0,0,0
6.3,2010,12,2.35,Color,20,14,15,0,0,0
5.4,2008,9,2.35,Color,35,21,10,0,0,0
8.1,1958,21,1.85,Color,13,25,9,0,0,0
4.9,2011,16,2.35,Color,39,20,13,0,0,1
6.3,1999,17,1.85,Color,12,12,12,0,0,0
7.1,2005,16,1.85,Color,21,33,12,0,0,0
7.3,2002,16,2.35,Color,29,29,12,0,1,0
6.2,2006,14,2.35,Color,20,16,22,0,0,0
6.3,2002,10,1.85,Color,12,50,19,0,0,0
7.7,1992,9,1.85,Color,31,12,17,0,1,0
7.1,2004,25,2.35,Color,5,10,14,0,0,0
7.2,1993,16,1.85,Color,13,13,12,0,1,0
6.3,1989,12,2.35,Color,28,12,18,0,0,1
6.9,1998,11,1.85,Color,11,35,17,0,0,0
7,2014,18,2.39,Color,21,35,8,0,0,0
5.3,2016,8,1.85,Color,6,18,14,0,0,0
8.8,1994,12,2.35,Black and White,12,18,9,0,0,0
8.5,1979,5,2.35,Color,13,21,12,0,0,0
6,2001,16,1.85,Color,14,30,13,0,0,0
2.5,1999,13,1.85,Color,26,16,15,0,0,0
5.8,2009,5,1.85,Color,22,9,13,0,0,0
6.9,1998,11,1.85,Color,19,20,12,0,0,0
5.6,1996,14,1.85,Color,28,21,12,0,0,0
6.7,1984,14,1.85,Color,6,17,16,0,0,0
5.4,2014,9,2.35,Color,14,12,13,0,0,0
6.7,2016,16,2.35,Color,31,24,13,0,0,0
6.2,2014,10,2.35,Color,27,18,12,0,0,0
6.2,2009,7,2.35,Color,29,20,12,0,0,0
5.5,1999,9,1.85,Color,22,23,17,0,0,0
5.6,2000,8,1.85,Color,12,20,14,0,0,0
7,1990,5,1.85,Color,30,18,10,0,0,0
4.3,2013,8,1.85,Color,6,32,12,0,0,0
6,1999,13,2.35,Color,35,15,10,0,0,0
5.9,2004,16,1.85,Color,14,18,22,0,0,0
6.6,2005,37,2.35,Color,27,12,10,0,0,0
6.6,1992,30,1.85,Color,23,21,15,0,1,0
6.5,1944,14,1.37,Color,14,25,15,0,0,0
6.9,1993,14,2.35,Color,27,21,14,0,1,0
5.6,2007,22,1.85,Color,12,9,17,0,0,0
8.3,2004,37,1.85,Color,28,14,12,0,0,0
8.2,2006,14,2.35,Color,21,12,15,0,0,0
5.2,1978,7,1.85,Color,38,18,10,0,0,0
6.6,1999,19,2.35,Color,27,15,14,0,0,0
7,1986,6,2.35,Color,38,24,9,0,0,0
6.5,2014,13,1.85,Color,6,21,10,0,0,0
5.6,1997,31,2.35,Color,23,29,11,0,0,0
5.4,2001,8,1.85,Color,37,15,14,0,0,0
7.9,2004,12,2.35,Color,13,15,12,0,0,0
6.1,2004,5,1.85,Color,30,18,14,0,0,0
6.2,2011,9,1.85,Color,28,9,9,0,0,0
7.3,2014,11,1.85,Color,12,21,11,0,0,0
7.3,2013,15,2.35,Color,11,14,17,0,0,1
5.2,2012,4,1.85,Color,20,14,12,0,0,0
6.1,2015,12,1.85,Color,13,18,12,0,0,1
6.5,2014,11,2.35,Color,20,20,10,0,1,0
6.8,2005,10,1.85,Color,6,16,13,0,0,0
4.5,1988,15,1.85,Color,15,25,12,0,0,0
3.3,2003,47,1.85,Color,9,22,10,0,0,0
7.8,2008,9,1.85,Color,25,14,20,0,0,0
5.5,2001,20,2.35,Color,22,18,13,0,1,0
6.2,2005,8,2.35,Color,30,20,16,0,0,0
6.2,2006,7,1.85,Color,14,9,15,0,0,0
7.4,2009,19,2.35,Color,20,14,13,0,0,0
7.1,1999,11,2.35,Color,33,12,10,0,0,0
6.9,1997,9,2.35,Color,35,18,16,0,0,0
6.6,1954,12,2.55,Color,13,21,12,0,0,0
7.8,2014,22,1.85,Color,13,17,16,0,0,0
6.8,2013,7,2.35,Color,12,12,13,0,0,0
6.8,1997,24,1.85,Color,22,13,14,1,0,0
7.2,2009,14,1.85,Color,14,10,11,0,0,0
7.6,1987,10,1.85,Color,6,14,10,0,0,0
6.8,2004,18,1.85,Color,20,21,15,0,0,0
6.1,1998,12,1.85,Black and White,12,20,12,0,1,0
7.4,1980,10,1.85,Color,12,14,11,0,0,0
7.1,1993,5,1.85,Color,34,20,15,0,0,0
6.5,2006,41,1.85,Color,23,12,17,0,0,0
7.2,2004,37,1.85,Color,6,23,13,0,0,0
5.1,1989,25,1.33,Color,27,19,13,0,0,0
6.2,2010,6,2.35,Color,21,11,11,0,0,0
7.1,2009,8,2.35,Color,14,16,15,0,0,1
7.4,2007,19,2.35,Color,29,29,12,0,0,0
7.5,2002,11,2.35,Color,28,7,14,0,0,1
5.4,2002,19,2.35,Color,20,12,18,0,0,0
6.9,1989,32,2.35,Color,29,14,12,0,0,0
7.8,1987,8,1.85,Color,20,21,11,0,0,0
6.1,2004,21,2.35,Color,31,21,12,0,0,1
8.2,1940,18,1.37,Color,25,25,15,0,0,0
4.3,1994,18,1.85,Color,20,16,11,0,0,0
8.1,1983,17,1.85,Color,13,28,9,0,1,0
5.5,1986,29,1.85,Color,13,24,12,0,0,0
7,1985,9,2.35,Color,30,12,17,0,0,0
5.3,2013,15,2.35,Color,11,29,12,0,0,0
6.6,1995,7,2.35,Color,28,12,16,0,0,0
4.5,1989,48,1.85,Color,16,18,11,0,0,0
5.8,2015,10,2.35,Color,35,20,12,0,0,0
5.5,2007,19,2.35,Color,28,25,16,0,0,0
6.4,2016,13,1.85,Color,14,18,18,0,0,0
6.9,2002,14,1.85,Color,13,22,13,0,0,0
6.6,1999,13,1.85,Color,28,20,12,0,0,0
6.3,2008,16,2.35,Color,9,22,15,0,0,1
8.1,2001,13,1.85,Color,14,35,15,0,0,0
7.6,2014,13,2.35,Color,35,19,13,0,0,0
6.9,2002,31,2.35,Color,20,28,11,1,0,0
6.7,2009,12,2.35,Color,20,35,13,0,0,0
7.3,2012,30,2.35,Color,12,24,13,0,0,0
6.7,2013,20,2.35,Color,12,18,16,0,1,0
7.7,1999,14,1.85,Color,27,16,24,0,0,0
6.4,1996,10,2.35,Color,28,20,13,0,0,0
6.5,2013,13,2.35,Color,27,9,14,0,0,0
6.4,2012,8,1.85,Color,16,24,12,0,1,0
7,2005,4,2.35,Color,21,29,14,0,1,0
6.1,2008,10,2.35,Color,12,35,16,0,0,0
7.4,2002,18,2.35,Color,13,12,13,0,0,0
7.6,2009,4,1.85,Color,23,14,12,0,0,0
8.7,1990,10,1.85,Color,21,12,14,0,0,0
6.5,2006,5,1.66,Color,12,14,15,0,0,0
7,2006,16,2.35,Color,15,11,13,0,0,0
6.8,1987,8,1.85,Color,21,29,12,0,0,0
8,2002,21,1.85,Black and White,23,25,13,0,1,0
6.1,2007,10,2.35,Color,15,23,9,0,0,0
5.8,2011,21,1.85,Color,6,18,14,0,0,0
8.3,1998,17,1.85,Color,5,7,14,0,0,0
7.8,2003,19,1.85,Color,5,14,18,0,0,0
7.7,2011,5,1.85,Color,20,9,20,0,0,0
6.6,2015,14,2.35,Color,5,9,13,0,0,0
6.4,2001,8,1.85,Black and White,28,29,8,0,0,0
7.5,1983,14,1.85,Color,6,18,10,0,0,0
5,2008,13,1.85,Color,15,21,15,0,0,0
6.3,1996,11,1.85,Color,26,18,13,0,0,0
7.5,1992,15,1.85,Color,12,21,11,0,0,0
9,1974,22,1.85,Color,11,18,14,0,0,1
5.7,2014,14,2.35,Color,20,19,12,0,0,0
6,1991,55,1.85,Color,37,15,10,0,0,0
6.5,1998,11,2.35,Color,28,20,11,0,0,0
7.2,1995,8,1.85,Color,14,21,12,0,0,0
6.9,2000,12,1.85,Color,12,7,14,0,0,0
5.2,2008,8,2.35,Color,21,20,15,0,1,0
6.3,2004,14,1.85,Color,29,7,13,1,0,0
5.7,2013,9,2.35,Color,20,14,8,0,0,0
8.9,1967,30,2.35,Color,7,14,14,0,0,1
6.7,1999,12,1.85,Color,12,12,14,0,0,0
7.1,2013,19,2.35,Color,20,12,16,0,0,0
6.9,1986,22,1.85,Color,28,12,11,0,0,1
6.2,1995,16,1.85,Color,20,27,15,0,0,0
7.5,2015,5,2.35,Color,23,18,13,0,0,0
6.9,1999,18,1.85,Color,16,22,11,0,0,0
6.2,1988,12,1.85,Color,20,26,13,0,0,0
6.5,2010,11,2.35,Color,29,21,12,0,0,0
8,1997,11,1.85,Color,5,7,13,1,0,0
7.5,2015,8,2.35,Color,11,21,15,0,0,0
7.1,2009,10,2.35,Color,20,14,16,0,0,0
8.1,2014,18,2.35,Color,28,29,20,0,0,1
6.6,2008,41,1.85,Color,16,12,14,0,0,0
5.3,2007,14,2.35,Color,14,12,14,0,0,0
6.4,1994,34,1.85,Color,12,18,14,0,0,0
6.9,2015,10,2.35,Color,14,11,12,0,0,0
7.6,2013,9,1.85,Color,15,21,12,0,1,0
5.3,1986,25,2.35,Color,23,12,16,0,0,0
7.1,1996,15,1.85,Black and White,28,15,12,0,0,0
8.9,1994,16,1.85,Black and White,23,18,11,0,0,0
7,1998,30,2.35,Color,20,21,15,0,0,0
6.4,2010,20,1.85,Color,13,23,17,0,0,0
6.5,1988,12,1.85,Color,14,14,15,0,1,0
7.4,2006,14,2.35,Color,27,15,11,0,0,0
6.6,2016,20,2.35,Color,19,12,14,0,0,0
6.6,1995,8,1.85,Color,21,12,12,0,0,0
8.4,1980,11,1.37,Color,12,12,16,0,0,0
8.5,1979,14,2.35,Color,9,14,13,0,0,0
6.4,2013,14,2.35,Color,21,9,12,0,0,0
7.1,2011,11,1.85,Color,24,15,12,0,0,0
8.3,1980,11,1.85,Black and White,21,14,14,0,0,1
7.2,2003,14,2.35,Color,20,22,22,0,0,0
6.5,2000,16,1.85,Color,12,12,12,0,0,0
7.3,2000,14,1.85,Color,5,18,12,0,0,0
7.4,2005,23,1.85,Color,12,20,15,0,0,1
7.8,1996,6,2.2,Color,5,12,14,0,0,0
6.1,2004,14,1.85,Color,22,29,15,0,0,0
5.6,2013,13,2.35,Color,14,21,17,0,0,0
6.5,2013,6,2.35,Color,21,10,14,0,0,0
7.3,2009,8,1.85,Color,5,13,8,0,1,0
8.6,1995,5,2.35,Color,28,15,14,0,0,0
7.2,2010,13,1.85,Color,5,16,17,0,0,0
7.5,2003,22,2.35,Color,20,10,12,0,0,0
6.6,1999,14,1.85,Color,5,27,13,0,0,0
6.1,1994,15,1.85,Color,12,20,13,0,0,0
5,2013,18,1.85,Color,11,11,11,0,0,0
6.5,2010,22,1.85,Color,5,43,13,0,0,0
7.3,2003,8,2.35,Color,16,29,11,0,0,0
6.4,1987,20,2.35,Color,28,18,14,0,0,0
6.3,1976,22,2.35,Color,27,24,13,0,0,0
5.1,2002,33,1.85,Color,37,15,13,0,0,0
6.6,1995,21,1.85,Color,20,18,17,0,1,0
6.2,1990,10,1.37,Color,20,21,12,0,1,0
6.9,2015,9,1.66,Color,7,12,18,0,0,0
5.4,2001,13,1.85,Color,14,18,16,0,0,0
7.1,2003,31,2.35,Color,45,7,10,1,0,0
6,1996,12,2.35,Color,21,21,12,0,0,0
7.2,2007,8,1.85,Color,6,25,10,0,1,0
6.5,1999,20,2.35,Color,19,18,12,0,0,0
7.4,2001,11,1.85,Color,12,14,18,0,0,0
5.1,2002,9,1.85,Color,27,21,11,0,0,0
4.7,2006,5,2.35,Color,28,15,15,0,0,0
6,2008,19,2.35,Color,31,8,20,0,0,0
7.9,1984,15,1.85,Color,23,12,12,0,0,0
6.5,2013,9,2.35,Color,27,20,13,0,1,0
5.2,2001,19,2.35,Color,14,33,19,0,0,0
5.6,1996,9,2.35,Color,14,29,20,0,0,0
7.2,2010,15,2.35,Color,20,24,15,0,0,0
7.5,1984,25,1.85,Color,6,15,11,0,1,0
7.2,2010,11,1.85,Color,13,20,16,0,0,0
2.7,2006,10,1.85,Color,14,21,15,0,0,0
6.3,1979,9,2.35,Color,32,14,16,0,0,0
4.4,2002,7,1.85,Color,29,15,12,0,0,0
8,1975,4,2.35,Color,24,18,12,0,0,0
7,2008,16,1.85,Color,20,34,17,0,0,0
7.8,2009,12,2.35,Color,6,12,14,0,0,0
7.2,1993,20,2.35,Color,13,29,16,0,0,0
5.5,2005,23,2.35,Color,20,9,12,0,0,0
6,2010,4,1.85,Color,21,21,15,0,0,0
7.8,1993,12,1.85,Color,45,12,13,0,0,0
5.5,2000,21,1.37,Color,14,35,15,0,0,1
6.4,2008,10,2.35,Color,22,18,13,0,0,0
7.3,1988,3,1.85,Color,35,21,9,0,0,0
6.7,2013,15,2.35,Color,14,29,14,0,0,0
5.6,2006,16,1.85,Color,20,29,10,0,0,0
7.5,1993,17,1.85,Color,20,15,18,0,0,0
6.1,2016,24,2.35,Color,29,18,12,0,0,0
5.7,1980,15,1.85,Color,23,29,14,0,0,0
7,2013,6,2.35,Color,28,24,14,0,0,0
8.1,1976,5,1.33,Color,11,14,18,0,0,1
8,2004,17,2.35,Color,13,14,18,0,0,0
6.8,2008,12,2.35,Color,27,24,12,0,0,0
7.3,2007,7,2.35,Color,14,22,12,0,0,0
6.6,1989,10,2.35,Color,21,18,12,0,0,0
8.3,1984,7,2.35,Color,29,14,13,0,0,0
7.3,1994,19,1.85,Black and White,14,12,20,0,0,0
7.5,2011,11,1.85,Color,23,20,15,0,0,0
7.7,2004,20,1.85,Color,15,26,12,0,0,0
7.3,2006,11,2.35,Color,22,20,11,0,0,0
5,2005,22,2.35,Color,27,18,7,0,1,0
6.1,2012,11,2.35,Color,21,10,14,0,0,0
3,2010,15,1.85,Color,20,13,12,0,0,0
6.5,2004,8,2.35,Color,21,15,13,0,0,0
6.5,2010,20,2.35,Color,15,10,14,0,0,0
6.9,2009,7,2.35,Color,11,21,12,0,0,0
6.5,2004,9,1.85,Color,21,20,11,0,0,0
6.3,2016,8,2.35,Color,27,29,12,0,0,0
6.6,2000,21,1.85,Color,12,16,14,0,0,0
6,2008,18,2.35,Color,27,9,10,0,0,1
6.4,2009,8,2.35,Color,35,15,13,0,0,0
7,1986,18,1.85,Color,11,20,10,0,0,0
7,2002,6,2.35,Color,11,18,12,0,1,0
6.6,2013,10,2.35,Color,14,13,14,0,1,0
7,2001,7,1.85,Color,15,22,10,0,0,0
6.5,2008,11,1.85,Color,27,16,11,0,0,0
6.7,2006,13,1.85,Color,11,15,13,0,0,0
5.4,1996,12,2.35,Color,37,29,18,0,0,0
7,1992,13,1.85,Color,12,18,11,0,0,0
4.9,2003,9,1.85,Color,6,44,13,0,0,0
7.6,2001,13,2.35,Black and White,21,21,13,0,0,0
6.6,2014,13,2.35,Color,6,29,12,0,0,1
7.5,2005,21,1.85,Color,30,14,14,0,0,0
6,1996,13,2.35,Color,21,29,17,0,0,0
7.9,1994,7,1.85,Black and White,22,20,11,0,0,0
4.8,1993,32,1.85,Color,45,15,11,0,0,0
6.4,2001,14,1.85,Color,22,7,12,0,0,1
7.1,1983,8,1.85,Color,15,28,17,0,0,0
6.4,2010,9,2.35,Color,32,21,12,0,0,0
7.2,1994,5,2.35,Color,31,21,12,0,0,0
6.8,2013,18,2.35,Color,20,25,14,0,0,1
7.2,2008,12,1.85,Color,11,9,17,0,0,0
8.3,1963,16,2.35,Color,36,14,12,0,0,0
6.1,2002,17,1.85,Color,22,12,12,0,0,0
4.8,2010,15,2.35,Color,23,5,12,0,0,0
7.5,1995,19,1.85,Color,25,16,15,0,0,0
5.1,2002,9,1.85,Color,29,33,12,0,0,0
7.2,1984,8,2.2,Color,21,12,12,0,0,0
5.7,2000,14,2.35,Color,31,12,13,0,0,0
5.9,1971,5,2.35,Color,21,25,14,0,0,0
6.9,1997,16,1.33,Color,39,12,14,0,0,0
6.2,2008,22,1.85,Color,27,20,14,0,0,0
6.2,2001,14,2.35,Color,14,50,16,0,0,0
8,1971,19,2.35,Color,28,14,5,0,1,0
7,2005,7,2.35,Color,14,12,10,0,0,1
3.6,1987,32,2.35,Color,30,12,13,0,0,0
6.9,2014,9,2.35,Color,5,18,12,0,0,0
7.7,2006,18,1.85,Color,13,14,15,0,0,0
6.9,1999,8,1.85,Color,20,18,9,0,0,0
8.5,2012,7,2.35,Color,17,12,22,0,0,0
7.6,2015,7,2.39,Color,35,9,13,0,0,0
7,2008,17,2.35,Color,19,29,12,0,0,0
6.8,1996,14,2.35,Color,13,21,17,0,1,0
4.5,2015,17,1.85,Color,15,9,14,0,0,0
7.2,1985,13,1.85,Color,23,18,12,0,0,1
7.3,2012,6,2.35,Color,14,18,17,0,1,0
5.8,2008,5,1.85,Color,14,9,10,0,0,0
6.8,1991,7,1.85,Color,27,29,15,0,1,0
7,2010,9,1.85,Color,13,15,14,0,0,0
6.5,2011,12,2.35,Color,21,20,13,0,0,0
5.7,1984,15,1.85,Color,38,28,15,0,0,0
6.1,2016,16,2.35,Color,14,12,11,0,0,0
6.3,2007,16,1.85,Color,14,19,9,0,0,0
8,1970,6,2.2,Color,19,21,15,0,0,0
4,2015,15,1.85,Color,14,7,15,0,0,0
6.5,2007,5,2.35,Color,22,25,18,0,1,0
8.5,1964,68,1.66,Black and White,6,29,15,0,0,0
4.6,2000,19,2.35,Color,31,15,19,0,0,0
4.1,2001,25,1.85,Color,40,24,13,0,0,0
6.6,2015,13,2.35,Color,27,12,11,0,0,0
5.3,1996,27,2.35,Color,32,15,13,0,0,0
6.6,2002,16,1.85,Color,14,13,11,0,0,0
6.3,2003,13,1.85,Color,30,16,15,0,0,0
6.1,2010,18,2.35,Color,22,17,10,0,0,0
5.7,2006,7,1.85,Color,13,25,16,0,0,0
6.4,2006,16,1.85,Color,31,29,13,0,0,0
7.5,1988,11,1.85,Color,14,12,16,0,0,0
7.6,2011,9,1.85,Color,34,24,12,0,0,0
6.7,2013,10,2.35,Color,22,24,11,0,0,0
6.1,2003,11,2.35,Color,27,15,10,0,0,0
4.5,2008,34,1.85,Color,41,35,13,0,0,0
8.4,2000,19,1.37,Color,5,21,13,0,0,1
7.7,2003,13,2.35,Color,20,18,11,0,1,0
7.6,2003,16,1.85,Color,19,15,17,0,0,0
7.3,1984,17,1.85,Color,19,18,14,0,0,1
6.2,1985,26,2.35,Color,32,12,11,0,0,0
8,2003,12,2.35,Color,28,12,10,0,0,0
5.6,2003,11,1.85,Color,14,25,13,0,0,0
7.8,1992,24,2.35,Color,34,21,9,0,0,0
8.6,1991,24,1.85,Color,27,14,15,0,0,0
7.4,1997,19,1.85,Color,36,33,13,0,0,0
7,2013,17,2.35,Color,12,12,11,0,0,0
4.9,2014,5,1.85,Color,6,12,9,0,0,0
5.2,2003,13,2.35,Color,21,16,12,0,0,0
7.5,2008,20,2.35,Color,20,20,22,0,1,0
5.3,2003,24,2.35,Color,37,33,14,0,0,0
7.6,2011,9,1.85,Color,21,29,22,0,0,0
7.4,1961,11,1.66,Black and White,21,14,16,0,0,0
7,2003,10,2.35,Color,23,11,12,0,0,0
7.8,1989,26,1.85,Color,23,18,12,0,1,0
4.4,1996,24,2.35,Color,22,15,13,0,0,0
7,2006,5,2.35,Color,13,21,15,0,1,0
7,2011,7,2.35,Color,13,14,13,0,0,0
6.3,2006,8,2.35,Color,6,12,10,0,0,0
5.6,2012,8,1.85,Color,12,30,12,0,0,0
7,1988,8,1.85,Color,20,18,11,0,1,0
7.7,1977,34,2.35,Color,12,29,11,0,0,1
7.2,2000,19,1.85,Color,13,20,13,0,0,0
5.7,2014,20,2.35,Color,14,11,12,0,0,0
7.4,2006,6,2.35,Color,21,50,22,0,0,0
5.9,2011,9,2.35,Color,14,15,13,0,0,0
5.8,1995,7,1.85,Color,35,29,10,0,0,0
6.6,2006,9,2.35,Color,27,12,12,0,0,0
5.9,2001,7,2.35,Color,22,29,13,0,1,0
6.3,1997,8,1.85,Color,6,18,11,0,0,0
6.6,2012,29,1.85,Color,27,35,15,0,0,0
7,2015,7,2.35,Color,21,16,10,0,0,0
6.6,1992,5,2.35,Color,21,21,12,0,0,1
7.2,2015,18,2.35,Color,21,9,13,0,0,0
6.8,2007,22,2.35,Color,11,28,12,0,0,0
6.4,2003,4,1.85,Color,27,22,11,0,0,0
6,2002,38,2.35,Color,5,12,13,0,0,0
5.8,2003,16,2.35,Color,22,15,18,0,0,0
5.8,2014,13,1.85,Color,23,16,8,0,0,0
7.5,1973,17,2.35,Color,18,18,13,0,0,0
6.8,2006,21,2.35,Color,40,11,12,0,0,0
6,2008,12,2.35,Color,31,20,13,0,0,0
6.8,1969,31,2.35,Color,25,14,13,0,0,1
5.5,2011,14,2.35,Color,6,14,11,0,0,0
6.6,2011,25,1.85,Color,36,29,13,0,0,0
7.9,2005,5,2.35,Color,20,14,11,0,0,0
7.1,2005,6,2.35,Black and White,15,24,11,0,0,0
6.3,1995,30,2.35,Color,16,12,12,0,0,1
6.8,2007,4,2.35,Black and White,26,9,11,0,0,0
8.5,1960,6,1.85,Black and White,23,18,11,0,0,0
6.1,1997,8,2.35,Color,14,15,9,0,0,1
6.5,2005,18,2.35,Color,22,9,14,0,0,0
4.6,2008,7,1.85,Color,6,25,10,0,0,0
6.4,2013,12,2.35,Color,12,26,11,0,1,0
7.3,2008,32,2.35,Color,37,9,14,0,0,0
5.7,2006,8,2.35,Color,27,21,11,0,0,0
7.5,2016,13,1.85,Color,34,23,12,0,0,0
5.6,2011,13,2.35,Color,16,16,13,0,0,0
6.4,1994,18,2.35,Color,12,14,14,0,0,0
5.8,2003,20,1.85,Color,13,21,11,0,0,1
4.1,2001,11,1.85,Color,21,7,13,0,0,0
6.4,1979,29,2.35,Color,24,18,13,0,0,1
6.9,2005,12,2.35,Color,11,16,11,0,0,0
6.9,1992,11,2.35,Color,5,29,12,0,0,0
7.7,2004,3,1.85,Color,21,18,15,0,0,0
6,2017,14,1.85,Color,20,13,8,0,0,0
6.1,2001,10,2.35,Color,27,15,14,0,0,0
5.8,1995,7,2.35,Color,29,27,18,0,0,0
7.2,2012,17,1.85,Color,21,21,13,0,0,0
7.9,2006,20,2.35,Color,12,24,12,0,0,0
7.1,1980,15,2.35,Color,24,17,15,0,0,0
5.1,2015,22,1.85,Color,13,18,10,0,0,0
3.7,1997,27,1.85,Color,40,15,14,0,1,0
7.5,1999,9,1.85,Color,23,21,12,0,0,0
5.1,1995,4,1.85,Color,20,18,13,0,0,0
6,2005,20,1.85,Color,19,21,8,0,0,0
6.2,1984,6,1.85,Color,22,20,9,0,0,0
6.5,1989,10,2.35,Color,15,14,11,0,0,0
7.8,1999,12,1.85,Black and White,11,22,16,0,0,0
4.4,2006,11,1.85,Color,29,3,14,0,0,0
7,1999,14,1.85,Color,23,21,15,0,0,0
4.4,2010,7,2.35,Color,22,29,11,0,1,0
7.4,2002,15,1.85,Color,20,14,16,0,0,0
7.8,1999,20,1.85,Color,20,9,13,0,0,1
6.9,2009,19,1.85,Color,5,26,20,0,0,0
1.9,2004,28,2.35,Color,20,23,10,0,0,0
7.2,1989,24,1.85,Color,5,32,15,0,0,0
5.2,2009,20,1.85,Color,19,29,11,0,0,0
6.9,2011,8,2.35,Color,14,14,13,1,0,0
6.6,2007,16,2.35,Color,6,21,12,0,0,0
4.8,2012,26,1.85,Color,18,9,9,0,0,0
6.3,2008,12,1.85,Color,19,22,19,0,0,0
